Player,Country,Opponent,Matches,Innings,Not_Out,Hundreds,Fifties,Runs,Average
Sadeera Samarawickrama,Sri Lanka,Zimbabwe,1,0,0,0,0,0,
Sadeera Samarawickrama,Sri Lanka,Overall (15),32,29,3,1,7,988,38.00
Dasun Shanaka,Sri Lanka,Afghanistan,8,6,0,0,0,104,17.33
Dasun Shanaka,Sri Lanka,Australia,6,6,0,0,0,58,9.67
Dasun Shanaka,Sri Lanka,Bangladesh,6,6,1,0,0,100,20.00
Dasun Shanaka,Sri Lanka,England,12,11,2,0,1,272,30.22
Dasun Shanaka,Sri Lanka,India,8,8,1,1,0,185,26.43
Dasun Shanaka,Sri Lanka,Ireland,3,3,0,0,0,48,16.00
Dasun Shanaka,Sri Lanka,Netherlands,2,2,0,0,0,6,3.00
Dasun Shanaka,Sri Lanka,New Zealand,3,3,0,0,0,33,11.00
Dasun Shanaka,Sri Lanka,Oman,1,0,0,0,0,0,
Dasun Shanaka,Sri Lanka,Pakistan,4,4,0,0,1,125,31.25
Dasun Shanaka,Sri Lanka,Scotland,1,1,0,0,0,0,0.00
Dasun Shanaka,Sri Lanka,South Africa,6,6,0,0,2,203,33.83
Dasun Shanaka,Sri Lanka,United Arab Emirates,1,1,0,0,0,1,1.00
Dasun Shanaka,Sri Lanka,West Indies,2,1,0,0,0,22,22.00
Dasun Shanaka,Sri Lanka,Zimbabwe,6,3,1,1,0,127,63.50
Dasun Shanaka,Sri Lanka,Overall (15),69,61,5,2,4,1284,22.93
Dushan Hemantha,Sri Lanka,Afghanistan,1,1,0,0,0,22,22.00
Dushan Hemantha,Sri Lanka,India,2,2,1,0,0,13,13.00
Dushan Hemantha,Sri Lanka,Netherlands,1,1,1,0,0,4,
Dushan Hemantha,Sri Lanka,West Indies,1,0,0,0,0,0,
Dushan Hemantha,Sri Lanka,Overall (4),5,4,2,0,0,39,19.50
Dhananjaya de Silva,Sri Lanka,Afghanistan,10,8,1,0,1,152,21.71
Dhananjaya de Silva,Sri Lanka,Australia,11,11,1,0,2,280,28.00
Dhananjaya de Silva,Sri Lanka,Bangladesh,9,8,1,0,1,134,19.14
Dhananjaya de Silva,Sri Lanka,England,9,7,2,0,1,199,39.80
Dhananjaya de Silva,Sri Lanka,India,8,8,1,0,0,169,24.14
Dhananjaya de Silva,Sri Lanka,Ireland,2,2,2,0,0,45,
Dhananjaya de Silva,Sri Lanka,Netherlands,3,3,0,0,1,127,42.33
Dhananjaya de Silva,Sri Lanka,New Zealand,4,4,0,0,0,72,18.00
Dhananjaya de Silva,Sri Lanka,Oman,1,0,0,0,0,0,
Dhananjaya de Silva,Sri Lanka,Pakistan,3,3,0,0,0,31,10.33
Dhananjaya de Silva,Sri Lanka,Scotland,2,2,0,0,0,30,15.00
Dhananjaya de Silva,Sri Lanka,South Africa,17,17,0,0,1,395,23.24
Dhananjaya de Silva,Sri Lanka,United Arab Emirates,1,1,0,0,0,5,5.00
Dhananjaya de Silva,Sri Lanka,West Indies,6,6,1,0,2,148,29.60
Dhananjaya de Silva,Sri Lanka,Zimbabwe,4,2,1,0,1,78,78.00
Dhananjaya de Silva,Sri Lanka,Overall (15),90,82,10,0,10,1865,25.90
Charith Asalanka,Sri Lanka,Afghanistan,8,6,1,0,2,248,49.60
Charith Asalanka,Sri Lanka,Australia,6,6,1,1,0,212,42.40
Charith Asalanka,Sri Lanka,Bangladesh,3,3,1,1,1,180,90.00
Charith Asalanka,Sri Lanka,England,3,2,0,0,0,3,1.50
Charith Asalanka,Sri Lanka,India,9,9,0,0,1,189,21.00
Charith Asalanka,Sri Lanka,Ireland,1,1,0,0,0,38,38.00
Charith Asalanka,Sri Lanka,Netherlands,3,3,0,0,0,82,27.33
Charith Asalanka,Sri Lanka,New Zealand,3,3,0,0,0,26,8.67
Charith Asalanka,Sri Lanka,Oman,1,0,0,0,0,0,
Charith Asalanka,Sri Lanka,Pakistan,2,2,1,0,0,50,50.00
Charith Asalanka,Sri Lanka,Scotland,1,1,0,0,1,63,63.00
Charith Asalanka,Sri Lanka,South Africa,4,4,0,0,3,275,68.75
Charith Asalanka,Sri Lanka,United Arab Emirates,1,1,1,0,0,48,
Charith Asalanka,Sri Lanka,West Indies,1,0,0,0,0,0,
Charith Asalanka,Sri Lanka,Zimbabwe,4,3,0,0,2,146,48.67
Charith Asalanka,Sri Lanka,Overall (15),50,44,5,2,10,1560,40.00
